age,time_sleep,no_of_hrs,minutes_to_sleep,wake_up,day_sleep,tracker,use_tv,sleep_alone,sep_sleep_place,comfort,perf,trouble_sleep,trouble_back_to_sleep,medication,routine,rate,gender
0.003051881993896236,0.3333333333333333,0.3333333333333333,0.5,0.0,0.25,1.0,0.5,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,0.5
0.003051881993896236,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.0
0.003051881993896236,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
0.003051881993896236,0.6666666666666666,0.6666666666666666,0.0,0.0,0.5,1.0,0.5,0.0,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,1.0
0.0,0.0,0.6666666666666666,0.0,0.0,0.75,1.0,0.5,1.0,1.0,0.75,0.0,0.6666666666666666,0.3333333333333333,0.5,0.0,1.0,0.0
0.004069175991861648,0.3333333333333333,0.6666666666666666,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,0.5
0.003051881993896236,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,1.0,0.0,0.5,1.0,0.75,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,0.0
0.003051881993896236,0.3333333333333333,0.6666666666666666,0.25,0.0,0.25,1.0,0.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.5,0.6666666666666666,0.5
0.003051881993896236,0.6666666666666666,0.3333333333333333,0.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,0.0
0.001017293997965412,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5
0.001017293997965412,0.3333333333333333,0.3333333333333333,0.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.5,1.0,0.3333333333333333,0.0
0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.75,0.6666666666666666,1.0,1.0,1.0,0.5,0.6666666666666666,0.5
0.004069175991861648,0.0,0.6666666666666666,0.0,0.0,0.25,1.0,0.0,1.0,0.0,0.75,1.0,1.0,1.0,1.0,0.5,1.0,0.5
0.002034587995930824,0.0,0.3333333333333333,0.0,0.0,0.5,1.0,0.0,1.0,1.0,0.75,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.0,0.3333333333333333,1.0
0.002034587995930824,0.0,0.3333333333333333,0.75,0.0,0.5,1.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.0,0.6666666666666666,1.0
0.003051881993896236,0.6666666666666666,0.3333333333333333,0.0,0.0,0.75,1.0,0.0,0.0,1.0,0.75,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.0
0.003051881993896236,0.3333333333333333,0.3333333333333333,0.0,0.25,0.5,1.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.0,1.0,0.5
0.002034587995930824,0.6666666666666666,0.3333333333333333,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,0.5
0.003051881993896236,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.0,1.0,0.5
0.002034587995930824,0.3333333333333333,0.3333333333333333,0.0,0.0,0.75,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.003051881993896236,0.3333333333333333,0.6666666666666666,0.0,0.0,0.5,1.0,0.5,1.0,0.0,0.75,0.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.5
0.00508646998982706,0.3333333333333333,0.3333333333333333,0.25,0.0,0.25,1.0,0.5,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.0
0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.5,0.6666666666666666,1.0,1.0,1.0,0.0,0.6666666666666666,0.5
0.001017293997965412,0.3333333333333333,0.6666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.0,1.0,0.0
0.004069175991861648,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.5,1.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,1.0,1.0,1.0
0.004069175991861648,0.3333333333333333,0.6666666666666666,0.0,0.0,0.75,0.0,0.5,0.5,0.5,0.75,0.6666666666666666,1.0,1.0,1.0,0.0,0.6666666666666666,0.0
0.003051881993896236,0.3333333333333333,0.0,0.0,0.0,0.5,1.0,0.0,0.5,1.0,0.75,0.6666666666666666,1.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.0
0.003051881993896236,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.6666666666666666,0.0
